,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k
0,4.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,OpenSet RA,r,DP,1,1
1,5.0,0.0,4.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,OpenSet RA,r,DP,1,2
2,6.0,0.0,5.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,5.0,OpenSet RA,r,DP,1,3
3,7.0,0.0,6.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,3.0,OpenSet RA,r,DP,1,4
4,8.0,0.0,7.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,4.0,OpenSet RA,r,DP,1,5
5,9.0,0.0,8.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,OpenSet RA,r,DP,1,6
6,10.0,0.0,9.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,3.0,OpenSet RA,r,DP,1,7
7,11.0,0.0,10.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,5.0,OpenSet RA,r,DP,1,8
8,12.0,0.0,11.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,5.0,OpenSet RA,r,DP,1,9
9,13.0,0.0,12.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,3.0,OpenSet RA,r,DP,1,10
10,14.0,0.0,13.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,6.0,OpenSet RA,r,DP,1,11
11,15.0,0.0,14.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,3.0,OpenSet RA,r,DP,1,12
12,16.0,0.0,15.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,8.0,OpenSet RA,r,DP,1,13
13,17.0,0.0,16.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,4.0,OpenSet RA,r,DP,1,14
14,18.0,0.0,17.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,4.0,OpenSet RA,r,DP,1,15
15,25.0,23.0,29.0,27.0,34.0,4.0,0.0,1.0,1.0,11.44,15.0,OpenSet RA,r,DP,2,1
16,28.0,25.0,32.0,29.0,35.0,4.0,0.0,1.0,1.0,11.92,16.0,OpenSet RA,r,DP,2,2
17,31.0,27.0,35.0,31.0,37.0,4.0,0.0,1.0,1.0,11.92,16.0,OpenSet RA,r,DP,2,3
18,34.0,29.0,38.0,33.0,39.0,4.0,0.0,1.0,1.0,11.92,19.0,OpenSet RA,r,DP,2,4
19,37.0,31.0,41.0,35.0,51.0,4.0,0.0,1.0,1.0,12.0,23.0,OpenSet RA,r,DP,2,5
20,40.0,33.0,44.0,37.0,41.0,4.0,0.0,1.0,1.0,12.48,17.0,OpenSet RA,r,DP,2,6
21,43.0,35.0,47.0,39.0,45.0,4.0,0.0,1.0,1.0,12.48,19.0,OpenSet RA,r,DP,2,7
22,46.0,37.0,50.0,41.0,43.0,4.0,0.0,1.0,1.0,12.48,22.0,OpenSet RA,r,DP,2,8
23,49.0,39.0,53.0,43.0,42.0,4.0,0.0,1.0,1.0,12.96,22.0,OpenSet RA,r,DP,2,9
24,52.0,41.0,56.0,45.0,65.0,4.0,0.0,1.0,1.0,12.96,36.0,OpenSet RA,r,DP,2,10
25,55.0,43.0,59.0,47.0,48.0,4.0,0.0,1.0,1.0,12.96,23.0,OpenSet RA,r,DP,2,11
26,58.0,45.0,62.0,49.0,67.0,4.0,0.0,1.0,1.0,12.96,36.0,OpenSet RA,r,DP,2,12
27,61.0,47.0,65.0,51.0,48.0,4.0,0.0,1.0,1.0,13.44,26.0,OpenSet RA,r,DP,2,13
28,64.0,49.0,68.0,53.0,70.0,4.0,0.0,1.0,1.0,13.44,39.0,OpenSet RA,r,DP,2,14
29,67.0,51.0,71.0,55.0,49.0,4.0,0.0,1.0,1.0,13.44,25.0,OpenSet RA,r,DP,2,15
30,41.0,34.0,49.0,42.0,68.0,4.0,0.0,5.0,0.0,12.96,40.0,OpenSet RA,r,DP,3,1
31,62.0,47.0,81.0,65.0,70.0,12.0,1.0,2.0,2.0,14.96,39.0,OpenSet RA,r,DP,3,2
32,68.0,50.0,87.0,68.0,69.0,12.0,1.0,2.0,2.0,15.44,44.0,OpenSet RA,r,DP,3,3
33,74.0,53.0,93.0,71.0,72.0,12.0,1.0,2.0,2.0,15.92,44.0,OpenSet RA,r,DP,3,4
34,80.0,56.0,99.0,74.0,93.0,12.0,1.0,2.0,2.0,16.0,57.0,OpenSet RA,r,DP,3,5
35,86.0,59.0,105.0,77.0,78.0,12.0,1.0,2.0,2.0,16.48,51.0,OpenSet RA,r,DP,3,6
